"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Yolk_to_Membrane_Ratio","Yolk_Ave","Yolk_SD","Yolk_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"original","MTH","DSM",2014,5,147,23.3,494,0,1.6150445,0.023235933,0.014387178,0.667200346,1.07755825,0.057633211,0.053485008,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2014,6,162,22.9,492,0,1.5481325,0.022315999,0.014414786,1,1.5481325,0.022315999,0.014414786,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPC","SKK",2014,6,156,24.2,582,0,1.2380855,0.011740169,0.009482519,0.819130161,1.014153175,0.048102133,0.047430836,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,5,131,20,668,0,1.48725125,0.009627046,0.006473046,0.852001133,1.26713975,0.139162587,0.109824183,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2014,7,209,24.7,504,0,1.51386025,0.010889873,0.007193446,0.791274822,1.1978795,0.15250136,0.127309433,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2015,7,211,28.3,494,1.761632,1.43525825,0.262246886,0.18271756,0.577891627,0.829423725,0.168914032,0.203652279,"8","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.3298955,0.110451575,0.083052823,0.689773388,0.917326525,0.101259707,0.110385674,"6","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.58688225,0.030170498,0.019012437,0.686035306,1.08865725,0.039716043,0.036481678,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNE","IAR",2014,6,156,25.3,582,1.824775,1.31469225,0.03049831,0.02319806,0.763201179,1.003374675,0.096556216,0.096231466,"7","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2015,6,162,24.9,332,0,1.736792,0.020795557,0.011973545,1,1.736792,0.020795557,0.011973545,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.47951525,0.026901717,0.018182791,0.728321658,1.077563,0.060752229,0.056379283,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","SKK",2014,8,228,24,289,0,1.4106445,0.063542152,0.045044766,0.721559383,1.017863775,0.030670905,0.030132623,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,5,131,20,668,0,1.6180605,0.011865093,0.007332911,0.794920678,1.28622975,0.046405029,0.036078336,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.4493385,0.01738996,0.01199855,0.673541481,0.9761896,0.008630971,0.00884149,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,7,210,25.4,480,1.74764,1.29418025,0.029160664,0.02253215,0.974448304,1.26111175,0.026029498,0.02064012,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,7,201,24.6,468,2.246,1.51874625,0.117329077,0.077253904,0.757732241,1.150803,0.037768444,0.032819209,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNE","IAR",2014,6,156,25.3,582,0,1.11899325,0.013782118,0.012316534,1,1.11899325,0.013782118,0.012316534,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,6,175,23.6,477,0,2.11302725,0.338134704,0.160023825,1,2.11302725,0.338134704,0.160023825,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","IAR",2014,6,172,26.3,473,0,2.75454925,0.348826764,0.126636605,0.507136149,1.3969315,0.065479939,0.046874123,"5","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2014,7,212,24.5,550,0,1.47232425,0.025932925,0.017613596,0.798667651,1.17589775,0.149511589,0.12714676,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,5,147,19.9,332,0,1.708030825,0.324872473,0.190202933,1,1.708030825,0.324872473,0.190202933,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2014,7,209,24.7,504,0,1.2191065,0.074606756,0.061197899,0.882078596,1.07534775,0.02721445,0.025307581,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNE","IAR",2014,6,156,25.3,582,2.325548,1.34786875,0.022092834,0.016390939,0.784491405,1.05739145,0.088692842,0.083878909,"7","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,6,155,24.7,308,0,1.17228875,0.157635294,0.134467975,1,1.17228875,0.157635294,0.134467975,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","UPS","UMR",2015,7,191,23.7,460,0,1.47590175,0.035374442,0.023968019,0.766019994,1.13057025,0.121718732,0.107661362,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,8,219,25.8,496,0,1.30441875,0.012377511,0.009488909,0.852718308,1.11230175,0.065741829,0.059104312,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPE","IAR",2015,5,123,16.6,634,0,1.8398685,0.035713209,0.01941074,1,1.8398685,0.035713209,0.01941074,"D","D","N","Y","N","Ictiobus","Bigmouth Buffalo","Catostomidae","Ictiobus","Bigmouth Buffalo"
"original","DNI","UMR",2014,7,209,24.7,504,0,1.48823075,0.007998797,0.005374702,0.740162438,1.1015325,0.052032131,0.047236129,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,5,151,18.7,661,0,2.51282075,0.419269529,0.166852144,0.750922146,1.88693275,0.421209552,0.223224464,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","MTH","IAR",2014,6,156,24.1,489,1.885784,1.27984,0.092297361,0.072116328,0.899894831,1.1517214,0.129188774,0.11217016,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,5,144,18.4,561,1.628926,2.9847835,0.067308025,0.022550388,0.334842267,0.999431675,0.065248452,0.065285556,"7","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","UPI","UMR",2015,6,162,25,341,0,1.5452305,0.033415771,0.021625104,0.61361538,0.9481772,0.053085649,0.055987055,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,5,144,18.4,561,0,1.2222605,0.049333248,0.040362303,0.761947555,0.9312984,0.022609597,0.0242775,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2014,5,148,23.4,465,0,1.669265,0.032243807,0.01931617,0.705814385,1.17819125,0.027055949,0.02296397,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2014,6,164,22.7,569,0,2.371475,0.093379185,0.039375994,0.362871537,0.860540778,0.026233496,0.030484896,"5","C","N","Y","Y","Morone","Striped Bass","Moronidae","Morone","Striped Bass"
"original","UPS","UMR",2015,5,151,20.9,434,0,3.327425,0.232607407,0.069906131,0.462114473,1.53765125,0.195807361,0.127341854,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","CLF","DSM",2015,6,161,24.1,649,0,2.25827875,0.368562828,0.163205197,1,2.25827875,0.368562828,0.163205197,"D","D","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.49687425,0.010013258,0.006689445,0.719281346,1.076673725,0.102248326,0.094966863,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,8,218,26.8,474,0,1.51419025,0.022599062,0.01492485,0.809307318,1.22544525,0.127279866,0.10386418,"5","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,6,171,28.3,510,2.302912,1.396636,0.016031244,0.01147847,0.814520569,1.13758875,0.032032682,0.028158403,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2014,8,219,25.8,489,0,1.34926275,0.04761063,0.035286404,1,1.34926275,0.04761063,0.035286404,"D","D","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,5,147,19.9,332,0,3.40997925,0.968416545,0.28399485,0.774772537,2.641958275,0.495834862,0.187677022,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPD","UMR",2014,5,147,19.9,328,0,1.63895025,0.012202409,0.007445259,0.714975485,1.17180925,0.116452518,0.099378391,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,5,147,19.9,332,0,2.0392315,0.45852528,0.224851999,0.887063092,1.808927,0.142311683,0.078671877,"4","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2014,7,201,24.6,468,2.167444,1.4681835,0.023918007,0.016290884,0.682229571,1.0016382,0.024284927,0.024245208,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,8,218,26.8,474,0,1.72185025,0.187469402,0.108876716,0.557138055,0.9593083,0.127392238,0.13279593,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2014,7,210,25.4,480,2.575046,1.4108665,0.03798749,0.026924936,0.838027907,1.1823455,0.040444573,0.034207068,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.8360815,0.111092131,0.060505011,0.453521263,0.832702,0.050171886,0.06025191,"4","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,5,144,18.4,561,0,2.74470975,0.311632742,0.113539416,0.421022332,1.1555841,0.151975767,0.131514242,"3","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNC","SKK",2014,6,156,24.2,558,1.958578,1.364804,0.013857932,0.010153789,0.914923498,1.24869125,0.072937205,0.05841092,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,156,24.1,489,0,1.413643,0.013378668,0.009463965,0.754013743,1.06590625,0.072090342,0.067632911,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,5,144,18.4,561,0,1.5560335,0.205346017,0.131967606,0.629339632,0.97927355,0.038624444,0.039441935,"4","C","N","Y","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.3777015,0.016184108,0.01174718,0.750260216,1.033634625,0.053761943,0.052012521,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2014,5,125,17,503,0,1.83475725,0.124921632,0.068086191,0.942479448,1.729221,0.169269511,0.097887726,"D","D","N","N","N","Carpiodes","River Carpsucker","Catostomidae","Carpiodes","River Carpsucker"
"original","UPI","UMR",2014,7,209,24.7,522,0,1.3924115,0.021132162,0.015176664,0.719967265,1.0024907,0.060590247,0.06043971,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNE","IAR",2014,6,156,25.3,582,0,1.39664575,0.065119333,0.046625519,0.815982596,1.139638625,0.123678944,0.108524704,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPC","SKK",2014,6,156,24.2,582,0,1.28478725,0.015687602,0.012210273,0.836074416,1.07417775,0.05302894,0.049367007,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2014,6,164,22.7,569,0,2.3651965,0.168388355,0.071194235,0.431676861,1.0210006,0.10694943,0.104749625,"6","C","N","Y","Y","Morone","Striped Bass","Moronidae","Morone","Striped Bass"
"original","MTH","IAR",2014,6,172,26.3,473,0,3.1656295,0.274132784,0.08659661,0.46469241,1.471044,0.143070757,0.097257973,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2014,7,201,24.7,476,2.200524,1.537678,0.02476068,0.016102643,0.66773663,1.026763925,0.098939051,0.096360077,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2015,4,114,13.8,403,0,1.7768665,0.039557059,0.022262257,1,1.7768665,0.039557059,0.022262257,"D","D","N","Y","Y","Ictiobus","Bigmouth Buffalo","Catostomidae","Ictiobus","Bigmouth Buffalo"
"original","DND","UMR",2014,5,147,19.9,332,0,3.0463875,0.779312609,0.255815325,0.644014509,1.96191775,0.359721101,0.183351774,"6","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","IAR",2014,8,219,23.8,511,0,1.033303075,0.096422959,0.093315273,0.932953311,0.964023525,0.053969246,0.055983329,"4","C","N","Y","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","MTH","DSM",2014,7,210,25.4,480,0,1.447292,0.012080604,0.00834704,1,1.447292,0.012080604,0.00834704,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,7,202,24.8,479,2.280394,1.50025675,0.032668348,0.021775171,0.728766759,1.09333725,0.07445882,0.068102335,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,7,209,24.7,522,0,1.38951375,0.027915006,0.020089766,0.838544599,1.16516925,0.083942605,0.072043272,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2014,6,164,22.7,569,0,1.3562005,0.05169286,0.038115942,0.858805722,1.16471275,0.135699683,0.116509141,"4","C","N","Y","Y","Morone","Striped Bass","Moronidae","Morone","Striped Bass"
"original","DND","UMR",2015,4,114,13.8,403,0,1.84486325,0.103545928,0.056126615,0.974343898,1.79753125,0.105748162,0.058829666,"D","D","Y","Y","Y","Ictiobus","Bigmouth Buffalo","Catostomidae","Ictiobus","Bigmouth Buffalo"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.4442985,0.008534409,0.005909034,0.692089482,0.9995838,0.051879908,0.051901509,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2015,5,142,19.3,431,0,1.63516125,0.093691576,0.057298065,1,1.63516125,0.093691576,0.057298065,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,8,218,26.8,474,2.458886,1.222783,0.106488199,0.087086751,0.807236525,0.9870751,0.068944975,0.06984775,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,6,152,20.6,389,0,1.16200625,0.054196225,0.046640218,1,1.16200625,0.054196225,0.046640218,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","UPI","UMR",2015,6,152,20.6,389,0,0.9918118,0.065648474,0.066190455,1,0.9918118,0.065648474,0.066190455,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","IAR",2014,6,172,26.3,473,0,2.89564875,0.193126044,0.066695259,0.453154928,1.3121775,0.1950564,0.148650925,"5","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2015,7,211,27.8,461,0,1.1333675,0.084507689,0.07456336,0.969228648,1.09849225,0.087738435,0.079871692,"D","D","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","UPI","UMR",2015,7,211,27.8,461,0,1.2319865,0.073947358,0.060022864,0.861524436,1.061386475,0.119367268,0.112463528,"D","D","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNI","UMR",2014,8,219,25.8,489,0,1.55325775,0.046258743,0.029781756,0.675600411,1.049381575,0.080072694,0.07630465,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,7,211,27.8,461,0,1.3789275,0.019957501,0.014473205,1,1.3789275,0.019957501,0.014473205,"D","D","N","N","N","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","UPS","UMR",2015,6,173,24.9,398,2.681829,1.42284175,0.155556846,0.109328284,0.65924408,0.938,0.102689832,0.109477433,"8","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,6,172,24.5,583,0,1.625831,0.279424343,0.171865553,0.810593321,1.31788775,0.042788492,0.032467478,"D","D","N","Y","Y","Carpiodes","Carpsuckers sp.","Catostomidae","Carpiodes","Carpsuckers sp."
"original","CON","CDR",2015,5,144,18.4,561,0,2.20624825,0.119049847,0.053960313,0.539487907,1.19024425,0.100239895,0.08421792,"3","C","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","CON","CDR",2015,6,162,26.2,507,0,3.00394875,0.409240587,0.136234211,0.416344819,1.2506785,0.193148638,0.154435083,"6","C","N","N","Y","Pimephales","Fathead Minnow","Cyprinidae","Pimephales","Fathead Minnow"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.439591,0.027956215,0.019419554,1,1.439591,0.027956215,0.019419554,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,5,147,19.9,332,0,2.076925,0.421878549,0.203126521,0.8224381,1.70814225,0.300194833,0.175743462,"1","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPS","UMR",2015,6,173,24.9,398,0,1.42215175,0.166364497,0.116980833,0.788719576,1.121678925,0.175737943,0.156674017,"6","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,5,144,18.4,561,0,1.15340325,0.116720942,0.101196994,0.831289014,0.95881145,0.060010342,0.062588262,"4","C","N","Y","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","DND","UMR",2014,5,147,19.9,332,0,1.95696025,0.427071892,0.218232277,1,1.95696025,0.427071892,0.218232277,"D","D","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,5,132,17.4,563,0,1.827346,0.121495648,0.06648749,0.617251194,1.1279315,0.059784419,0.05300359,"3","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","IAR",2014,6,172,26.3,473,4.237644,2.3402845,0.634533603,0.271135242,0.854975859,2.00088675,0.341566164,0.170707395,"7","C","N","Y","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2014,5,147,23.3,494,0,1.4882265,0.047449044,0.031882945,0.813726103,1.21100875,0.095625321,0.078963361,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,6,172,25.1,340,3.61601,3.7241815,0.236380973,0.063471926,0.493950872,1.8395627,0.876517643,0.476481526,"7","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2014,7,212,24.5,550,0,1.3470965,0.00116996,0.000868505,0.916615105,1.234769,0.0642518,0.052035482,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,7,210,25.4,480,2.316471,1.4188125,0.034259394,0.024146527,0.86087397,1.22141875,0.047898449,0.039215419,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,5,144,18.4,561,0,1.415856,0.225985128,0.159610248,0.638570589,0.904124,0.04043483,0.04472266,"4","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","CON","CDR",2015,5,132,17.4,563,0,1.54662525,0.267123974,0.172714091,0.764713689,1.1827255,0.088385337,0.07473022,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,5,132,17.4,563,0,1.856317,0.966103202,0.520440852,0.648935096,1.20462925,0.042811893,0.035539477,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DND","UMR",2014,5,147,19.9,332,3.383683,2.84345225,0.408625797,0.143707635,0.448821059,1.27620125,0.28569333,0.223862287,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2014,6,172,25.2,367,0,1.5488385,0.019761202,0.012758723,0.950717102,1.47250725,0.070475735,0.047861045,"D","D","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,6,155,24.6,313,0,2.405676,0.251994022,0.104749776,0.843377911,2.028894,0.12773918,0.062960007,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2015,5,132,17.4,563,0,1.46243775,0.13792639,0.094312657,0.704009829,1.02957055,0.059796989,0.058079545,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","KQA","DSM",2014,7,212,24.5,550,0,1.37970175,0.080379195,0.058258385,0.821245787,1.13307425,0.162060212,0.143027002,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,5,132,17.4,563,0,3.66735125,0.483057846,0.131718456,0.362118641,1.32801625,0.159801079,0.120330665,"6","C","N","N","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","DND","UMR",2014,5,147,19.9,332,3.151406,2.7760645,0.179988581,0.064835878,0.642447159,1.78347475,0.526607073,0.295270271,"7","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2014,6,164,22.7,569,0,1.21405625,0.140669245,0.115867156,0.876129236,1.063670175,0.154864818,0.145594773,"4","C","N","Y","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","CON","CDR",2015,5,144,18.4,561,0,2.21894,0.111527311,0.050261526,0.406885777,0.902855125,0.024880481,0.027557557,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","IAR",2014,6,172,26.3,473,0,2.85209105,0.254506726,0.089235134,0.628457496,1.792418,0.213254144,0.118975676,"D","D","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2015,5,151,20.7,461,0,3.509418,0.067022818,0.019097987,0.441118371,1.54806875,0.146848372,0.094859076,"5","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2014,7,212,24.5,550,0,1.49640975,0.015681627,0.010479501,0.904908899,1.3541145,0.228729526,0.168914465,"D","D","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,172,26.3,473,0,2.1389788,0.743766107,0.347720186,0.952438379,2.0372455,0.79564204,0.390547943,"D","D","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DND","UMR",2014,5,147,19.9,332,0,1.67135825,0.153436178,0.091803285,0.948132455,1.584669,0.185425849,0.117012354,"BROKEN","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,5,151,19.2,674,0,3.31686625,0.224512766,0.067688218,0.394955706,1.31001525,0.099685956,0.076095264,"3","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","IAR",2014,7,209,24.2,472,0,1.62684075,0.021724766,0.01335396,0.692018411,1.12580375,0.034758066,0.030874001,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,172,26.3,473,0,3.7116725,0.255591785,0.068861621,0.403465015,1.49753,0.210354456,0.140467608,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,5,151,19.2,674,0,2.450069,0.048264406,0.019699203,0.406926295,0.9969975,0.055296986,0.055463515,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","KQA","DSM",2014,7,212,24.5,550,0,2.23368775,0.322202665,0.144246959,0.913773311,2.04108425,0.288824722,0.141505536,"D","D","N","Y","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","UPE","IAR",2014,5,148,24.3,612,0,1.9161315,0.131760995,0.068764067,0.495099723,0.948676175,0.04377053,0.046138536,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
